FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,SLEEP_HOURS,DAILY_SHOUTING,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,WORK_LIFE_BALANCE_SCORE,GENDER_NEW,AGE_GROUP
5,3,9,4,9,2,2,2,8,7,3,1,1,5,625.4,1,2
5,1,10,10,10,1,5,3,10,8,5,2,5,10,724.6,1,3
5,4,3,7,3,1,8,4,8,8,2,2,3,8,676.6,1,3
1,2,5,7,8,1,4,5,10,8,1,1,3,7,660.0,0,1
3,4,2,4,10,2,5,0,10,8,7,2,1,2,631.1,1,2
5,3,6,6,2,1,4,2,5,8,2,1,5,10,659.0,1,2
5,1,4,3,5,1,7,1,5,8,2,2,3,5,703.2,1,1
2,5,10,10,10,1,8,10,10,6,0,2,10,4,771.8,0,2
3,1,5,3,3,1,5,1,6,7,3,2,0,8,687.9,0,2
3,1,5,6,6,1,9,3,5,8,0,2,6,7,716.8,0,3
3,4,8,10,10,2,8,4,9,6,1,2,5,3,710.4,1,2
2,5,3,1,4,1,7,5,6,7,4,2,1,10,630.1,1,1
4,5,8,3,9,1,7,6,8,8,3,2,9,7,686.8,0,1
5,2,3,10,6,1,9,5,6,7,0,2,4,5,716.8,1,3
4,1,5,10,5,1,8,3,3,8,2,2,6,10,730.0,0,2
2,3,10,7,7,2,8,5,5,6,3,2,4,10,682.4,1,3
2,1,10,10,8,1,5,2,10,7,1,2,4,10,738.0,0,2
4,3,6,3,5,2,8,3,10,7,1,2,1,8,685.3,1,2
2,4,7,10,10,2,3,3,5,7,3,2,4,7,674.1,0,2
5,2,10,8,10,1,10,5,7,8,1,2,3,10,751.2,1,2
5,1,4,7,5,1,8,2,5,7,2,2,3,10,713.2,1,3
3,4,4,10,10,1,6,5,6,7,1,2,1,3,696.4,1,3
2,4,7,10,10,2,8,5,7,8,0,2,2,10,701.9,0,3
2,5,6,3,5,1,2,3,1,7,4,1,0,0,601.9,1,2
3,3,7,7,5,1,6,2,8,7,0,1,4,9,686.6,0,0
5,3,10,10,8,1,4,2,7,7,2,2,1,3,700.0,1,1
2,5,4,3,10,2,0,1,8,6,5,1,1,3,596.3,0,2
3,4,10,10,10,2,4,7,5,8,0,2,10,6,715.1,1,2
5,2,2,4,2,2,3,1,7,7,5,2,1,10,662.6,1,3
5,1,8,7,3,1,9,3,8,7,1,2,4,10,754.6,0,3
1,3,3,0,8,1,8,2,6,8,0,2,0,3,635.4,1,1
3,3,1,2,2,2,2,0,3,8,10,2,0,10,582.1,1,2
2,5,7,8,5,2,0,2,1,10,1,2,1,7,622.9,1,3
2,3,5,7,4,2,8,4,6,8,3,2,1,5,652.4,1,1
5,1,7,10,6,1,9,6,10,8,2,2,10,10,772.2,1,2
3,4,2,4,8,1,5,5,1,7,8,2,3,5,637.6,1,2
5,3,7,9,9,1,6,8,5,8,6,2,10,8,745.7,1,3
3,3,5,3,3,1,5,3,8,6,3,2,2,3,654.1,1,1
3,1,5,10,10,2,5,6,10,7,0,2,5,5,715.9,1,1
3,3,8,10,4,1,7,4,6,8,2,2,3,7,700.0,1,3
2,2,5,10,2,1,7,5,8,8,3,2,7,10,693.6,0,1
0,0,2,6,2,1,9,0,10,10,1,2,3,10,692.7,1,1
2,1,8,8,10,1,5,7,10,6,1,1,4,5,710.6,1,2
2,5,10,10,10,2,1,4,1,7,5,2,8,10,652.9,1,3
5,2,10,10,3,1,8,4,10,7,1,2,2,10,743.1,0,2
4,4,10,7,10,2,7,3,4,6,5,1,6,5,665.2,1,3
4,3,6,8,10,1,5,3,10,7,2,2,3,5,693.8,0,1
5,0,6,3,4,1,6,2,10,5,2,2,3,4,707.0,1,3
2,0,5,10,4,2,10,1,5,9,2,2,1,5,698.3,1,3
5,5,2,0,8,1,7,3,5,7,10,2,6,10,628.2,0,1
5,2,10,4,10,1,6,3,9,7,0,2,4,10,749.7,0,3
3,3,5,1,8,2,10,5,3,5,1,2,1,6,671.6,0,0
5,5,3,10,6,2,7,0,10,4,0,2,8,1,664.3,1,3
2,1,2,7,10,1,4,3,10,8,3,2,1,2,695.7,1,0
3,3,5,6,10,1,9,6,7,7,2,2,2,8,703.4,0,0
3,5,1,10,2,1,9,2,6,10,1,2,1,10,664.7,1,3
5,4,5,6,1,2,3,2,1,9,1,2,2,10,639.7,1,3
4,4,2,5,2,2,0,2,1,9,1,2,2,8,632.9,1,3
4,4,2,4,3,1,8,2,2,7,6,2,6,7,634.4,0,0
3,3,5,5,6,2,5,4,8,6,1,2,9,5,683.0,0,3
3,3,8,2,8,1,9,2,4,8,6,2,2,5,672.4,1,2
2,3,3,2,10,2,5,1,7,6,3,2,1,5,653.9,0,2
5,3,1,5,7,1,8,2,10,7,1,2,2,6,700.6,1,0
1,0,5,10,10,1,5,1,5,6,3,2,2,10,706.2,0,1
3,2,4,2,2,1,3,4,1,4,2,1,0,10,618.3,1,2
5,3,5,9,8,2,7,7,1,6,1,2,2,8,686.7,1,2
2,4,7,10,10,2,3,3,5,7,3,2,4,7,674.1,0,2
5,3,10,10,10,1,10,10,10,8,3,2,10,10,794.3,1,2
2,5,4,10,10,2,5,0,8,6,10,2,0,3,620.1,1,1
2,1,7,4,2,1,2,0,1,6,1,2,5,1,642.5,1,2
1,1,3,10,1,1,6,4,1,8,0,2,0,5,665.0,1,3
1,1,10,1,4,1,3,3,9,6,0,2,4,7,656.0,0,1
2,4,2,2,1,2,0,0,1,6,1,1,0,10,566.0,1,3
1,2,4,7,10,2,9,5,1,7,2,2,7,10,697.1,0,2
3,3,10,10,10,1,7,3,9,8,2,2,1,6,721.0,0,3
3,2,3,3,7,1,7,1,9,5,1,1,1,5,632.0,1,2
2,4,7,6,6,1,6,4,8,7,8,1,4,6,647.5,1,1
1,2,3,5,2,1,5,0,1,6,5,1,1,10,606.8,0,2
2,1,2,0,2,1,7,0,5,7,3,1,2,6,594.2,0,1
4,1,9,4,3,2,6,5,4,8,1,2,5,8,669.0,1,0
4,4,10,10,9,1,8,7,8,8,0,2,6,4,768.4,1,3
5,5,4,10,3,1,1,3,4,7,1,1,2,5,634.8,1,3
3,2,6,9,10,2,10,1,10,6,2,2,5,5,698.7,0,1
3,3,10,7,4,2,10,6,5,6,1,2,4,8,685.8,1,3
5,1,10,9,4,1,8,10,8,10,3,2,5,10,750.1,1,0
2,3,10,5,10,2,3,7,10,5,3,2,1,6,657.7,0,0
4,3,10,10,10,1,10,10,9,8,1,2,10,8,792.4,1,2
3,5,5,6,7,1,5,2,5,8,2,2,2,2,653.9,1,0
1,5,7,10,10,2,8,7,1,7,7,1,3,7,635.9,1,3
4,2,10,5,5,2,2,8,6,6,3,1,10,10,706.4,1,3
5,4,6,4,6,1,2,2,5,7,0,2,0,5,650.3,1,2
5,1,10,7,4,2,8,6,7,7,1,1,2,7,655.8,1,3
2,5,5,2,5,1,3,1,3,6,10,2,0,10,636.1,1,1
5,1,10,7,7,1,8,1,3,7,0,1,4,10,697.5,1,1
3,3,10,8,5,2,6,1,5,5,2,2,2,3,658.4,1,3
5,5,5,10,10,1,3,1,10,7,10,2,4,6,693.8,0,3
1,4,4,1,10,1,8,1,5,8,1,2,3,1,645.4,0,0
5,3,8,6,6,1,8,4,8,8,2,2,2,9,722.5,1,3
2,5,2,10,5,1,10,2,2,6,4,2,8,8,666.5,1,3
5,4,3,0,10,1,10,4,3,8,6,2,0,0,626.3,1,2
2,3,3,10,8,2,6,4,2,7,3,2,4,3,678.6,1,3
0,4,3,0,2,2,0,0,1,7,5,1,0,0,530.5,0,1
5,1,6,5,7,1,8,2,10,8,7,2,1,10,716.1,1,2
3,2,7,2,2,2,5,3,6,7,10,2,1,7,660.7,1,2
1,0,10,6,10,2,7,0,5,9,5,2,0,5,652.4,1,2
3,1,6,5,10,1,8,2,5,7,2,2,2,5,662.2,1,1
5,3,6,4,7,2,3,3,3,7,5,2,2,4,644.8,1,1
5,2,3,10,8,1,4,2,3,8,3,2,4,10,689.2,1,2
3,4,3,4,3,1,8,2,10,7,7,2,2,6,670.0,0,1
1,2,5,2,4,1,7,2,7,7,2,2,3,5,660.9,1,2
5,1,2,0,1,1,7,5,7,7,0,2,1,10,647.3,1,2
5,3,6,8,10,1,1,2,10,6,6,1,5,2,680.0,1,1
5,4,10,8,10,2,8,6,9,8,1,2,10,6,726.1,0,3
3,2,10,10,5,1,6,2,9,7,0,2,0,10,720.8,1,2
4,3,5,6,2,1,7,1,2,6,3,2,0,5,651.2,1,2
3,3,5,8,9,1,5,8,6,7,1,2,8,3,699.8,1,1
1,5,3,1,10,1,8,0,10,8,3,2,1,10,665.1,1,1
4,4,5,10,5,2,6,0,10,7,5,2,0,6,664.9,0,2
2,2,3,0,2,2,3,2,1,7,3,1,0,3,564.5,1,1
2,3,2,1,5,1,0,2,5,6,2,1,4,5,626.3,0,1
2,2,10,5,4,2,10,5,4,5,5,2,6,5,654.8,0,1
5,5,10,7,10,2,7,3,10,4,3,1,0,10,672.8,1,2
4,2,7,3,7,2,9,7,6,7,3,2,3,7,689.6,1,1
4,3,8,7,8,1,9,2,1,6,4,2,2,2,666.3,1,0
5,3,4,2,10,2,4,0,6,7,8,2,1,3,625.0,0,2
0,3,5,1,6,2,4,3,4,9,4,2,0,9,630.1,1,3
3,3,9,8,10,2,8,6,5,6,5,2,7,7,701.1,1,3
2,2,6,7,6,1,6,3,5,8,0,2,2,5,679.4,0,0
5,1,5,2,3,2,5,1,5,10,1,2,1,0,639.0,1,3
1,3,6,9,10,2,8,4,5,8,1,2,6,8,696.4,0,3
2,3,10,4,1,1,3,2,6,6,3,1,2,4,640.1,1,1
4,4,2,3,6,1,8,1,3,7,1,2,0,10,677.1,0,3
3,5,10,10,10,1,6,8,4,7,4,2,2,10,707.9,1,1
4,1,10,6,4,1,7,2,5,8,1,1,4,7,676.0,1,1
3,2,6,6,9,2,7,6,4,9,3,2,6,5,694.7,1,1
5,3,7,5,10,1,9,3,10,7,1,2,2,7,714.2,1,3
4,4,3,8,10,1,9,2,9,7,1,2,4,9,732.7,1,1
5,2,10,10,10,2,8,3,5,5,2,1,4,7,690.7,0,2
4,5,5,5,2,2,9,6,5,8,1,1,1,2,640.3,1,1
2,4,5,3,6,1,0,5,1,6,8,1,0,6,598.3,0,2
4,5,1,4,4,1,4,0,7,9,10,1,3,3,610.3,1,1
3,1,7,10,3,2,6,4,6,8,0,2,4,10,696.6,0,1
1,1,6,6,3,1,5,3,6,6,0,1,4,10,663.9,1,2
2,5,1,3,3,1,1,2,8,5,2,1,1,4,606.3,1,2
3,3,6,2,6,1,5,2,6,8,2,2,2,3,667.7,1,2
3,4,5,4,5,2,5,1,4,8,4,2,3,5,660.5,1,2
3,4,2,5,10,1,5,0,10,6,3,2,0,5,630.7,0,2
2,5,8,10,10,2,2,5,6,4,8,2,1,5,626.1,1,3
1,5,3,4,8,2,3,0,8,7,4,2,3,2,637.3,0,2
5,0,10,10,10,2,10,10,10,7,0,2,10,10,777.1,1,0
5,5,3,6,7,1,4,7,1,5,4,2,4,10,700.1,1,0
5,2,6,5,3,1,10,2,10,6,5,2,3,4,702.1,1,2
3,4,2,10,10,1,5,5,3,7,3,2,5,6,706.0,1,1
3,1,5,2,8,1,9,4,10,6,1,2,2,10,702.1,1,1
2,3,5,10,4,2,6,5,7,7,5,1,6,5,659.2,0,1
2,5,3,5,1,2,4,2,8,5,7,1,3,4,587.6,1,2
2,5,3,5,1,2,4,2,8,5,7,1,3,4,587.6,1,2
5,4,3,2,4,1,3,2,4,7,5,2,4,4,628.0,1,2
5,4,10,10,10,1,9,6,5,7,4,2,3,7,721.7,0,3
2,1,4,10,4,1,6,3,10,7,7,2,2,3,687.0,1,2
2,3,4,5,1,1,5,2,4,7,2,2,2,3,602.5,1,3
5,5,9,10,10,2,10,2,5,6,3,2,3,7,690.9,1,3
4,2,5,4,7,1,9,1,6,8,1,2,3,3,686.4,1,0
2,1,6,5,8,1,5,3,4,7,1,2,3,5,680.7,1,2
2,3,3,3,4,1,5,4,9,6,0,2,4,5,669.6,0,1
5,3,3,10,8,1,8,2,10,4,0,1,1,5,664.3,1,2
5,3,3,10,10,1,8,2,10,5,0,1,2,5,671.3,1,2
3,3,2,2,7,2,5,1,2,7,1,2,2,3,615.7,1,2
5,3,7,6,4,1,9,6,5,7,5,2,4,2,714.9,1,3
5,4,7,7,10,2,2,0,5,6,2,2,1,1,662.0,1,2
5,3,7,6,6,1,5,1,4,7,1,2,3,8,690.9,1,2
2,4,4,0,0,2,1,0,5,9,2,1,0,3,567.4,0,1
5,4,1,3,1,1,3,5,10,8,2,2,2,10,646.4,1,1
5,3,10,3,5,2,5,1,8,8,1,2,1,10,676.6,1,3
1,4,7,1,10,2,10,3,1,8,3,1,1,5,607.2,1,3
3,1,5,10,10,1,10,10,10,7,0,2,10,10,773.7,1,3
1,2,7,4,10,2,7,1,7,7,1,2,1,2,672.8,1,1
5,1,7,10,10,1,8,4,5,8,0,2,3,5,716.8,1,1
5,3,4,2,2,2,2,0,3,5,2,2,3,6,627.4,1,3
3,4,6,2,10,1,7,2,7,8,4,2,1,10,678.1,1,1
0,4,2,8,7,2,4,1,6,6,2,2,2,3,628.2,0,2
1,2,1,2,6,1,4,6,3,8,4,2,1,2,624.6,0,1
5,1,10,10,10,1,10,10,10,8,2,2,10,10,801.1,0,2
2,2,4,5,4,1,6,2,4,8,4,1,2,6,646.9,0,0
1,3,5,3,8,1,7,1,6,7,4,2,5,7,664.1,1,1
3,4,3,4,10,2,4,0,10,5,5,1,2,2,632.2,1,2
5,5,3,5,3,1,1,1,3,7,3,2,3,10,631.2,1,2
2,2,10,4,10,2,4,1,8,7,1,2,0,3,674.7,1,1
0,5,0,0,0,1,0,0,1,1,10,1,0,0,497.0,1,2
1,4,8,7,10,2,1,2,8,5,2,1,1,5,640.3,1,2
4,3,10,10,10,1,8,3,10,6,2,1,10,10,732.7,1,0
3,1,10,10,10,2,9,1,2,8,3,2,1,7,695.8,0,1
3,1,5,5,10,1,8,7,1,7,3,2,0,3,675.0,1,1
3,1,10,5,6,1,4,1,2,6,0,2,5,3,678.4,1,2
2,2,0,0,1,1,4,0,1,6,5,2,1,7,598.3,0,3
2,2,0,0,1,1,3,0,2,6,6,2,0,7,590.0,0,3
1,0,2,10,10,1,6,10,5,8,0,2,9,10,728.7,0,1
3,4,3,3,4,2,5,3,3,7,3,2,1,4,629.5,1,1
1,1,10,10,10,1,5,2,8,7,3,2,2,10,710.4,1,2
4,2,3,3,2,1,6,2,10,5,3,2,2,10,652.6,0,2
4,2,7,10,8,1,9,1,3,6,3,2,1,7,692.2,1,2
2,1,4,0,4,1,3,0,5,10,1,2,0,10,667.9,1,0
2,3,5,4,10,2,8,1,8,7,1,2,4,10,666.2,1,3
1,3,5,5,4,1,8,4,5,8,2,2,2,3,647.1,1,1
5,3,7,3,3,1,3,4,5,7,1,2,2,3,641.8,0,0
2,4,6,5,5,2,4,2,2,8,0,2,7,7,641.4,0,3
2,3,10,10,10,1,6,1,2,6,3,2,1,7,693.7,1,2
2,3,8,10,5,2,7,1,5,7,2,2,1,5,691.1,0,3
1,1,6,5,1,1,3,5,5,5,0,1,10,10,655.0,0,1
1,5,5,5,1,2,4,6,3,5,3,2,6,5,646.1,1,3
2,2,5,7,2,1,7,2,10,6,0,2,3,5,681.7,1,3
3,5,10,8,8,2,2,0,6,6,1,1,0,1,587.4,0,2
3,1,10,5,5,1,9,5,8,8,1,2,7,7,729.3,0,1
1,1,3,0,2,1,0,0,10,8,1,2,0,10,620.9,0,1
3,3,2,2,2,2,2,0,2,7,2,2,3,8,608.9,0,1
5,3,10,10,4,2,9,1,5,9,6,1,3,10,671.1,1,3
4,3,9,8,10,1,6,4,7,9,2,2,8,4,691.9,1,1
3,3,6,10,4,1,8,2,3,8,6,2,3,8,673.9,1,1
3,2,8,5,10,2,7,2,4,8,7,2,4,8,697.9,0,1
1,3,0,0,10,2,4,2,2,6,1,1,0,4,571.3,1,1
2,1,3,3,8,2,3,4,8,6,5,2,2,9,664.3,0,1
4,1,2,8,3,1,9,2,2,7,1,2,4,10,688.8,1,3
1,1,8,10,10,2,5,4,2,8,9,1,8,4,680.5,0,1
1,2,6,0,6,1,2,2,2,6,1,2,0,0,617.2,1,1
2,5,4,5,7,1,3,1,3,6,1,2,1,9,649.7,0,3
2,5,5,3,8,1,2,1,3,6,1,2,1,7,642.9,0,3
4,4,10,10,10,2,8,4,4,7,4,2,6,2,706.2,1,2
5,3,5,3,9,1,10,4,7,7,4,2,8,7,705.1,0,1
3,3,6,10,8,1,9,6,8,6,2,2,6,8,730.6,0,0
2,1,4,2,10,2,6,3,5,7,1,2,3,10,677.5,0,2
4,2,1,10,10,2,4,1,3,7,10,2,2,3,639.7,1,2
0,5,0,0,0,1,0,0,1,1,0,1,0,0,514.0,0,1
3,4,6,10,9,2,7,3,6,9,5,2,3,10,684.9,1,3
3,2,10,10,10,2,6,4,7,7,0,2,8,4,717.0,1,2
2,4,5,6,10,1,8,1,2,6,1,2,8,1,697.1,1,3
1,3,5,10,2,2,4,4,3,8,3,1,2,10,667.1,1,2
4,3,6,10,4,2,9,4,5,7,1,2,2,10,701.3,0,3
2,1,5,3,6,1,7,6,10,8,1,2,10,6,724.6,0,1
2,2,3,2,2,2,4,4,5,7,0,1,1,8,619.7,1,3
3,1,10,10,10,1,7,9,6,9,1,2,8,10,754.6,0,1
3,1,10,10,10,1,7,9,6,9,1,2,8,10,754.6,0,1
2,1,8,4,3,2,7,5,3,7,0,1,6,8,634.6,0,1
5,3,8,10,10,1,3,10,10,6,0,2,3,4,754.8,0,3
2,2,4,3,6,1,5,2,8,7,1,2,1,7,681.5,1,3
3,4,3,2,3,2,5,2,8,6,2,2,0,4,611.6,1,3
3,3,6,3,5,2,8,4,2,8,3,1,3,3,604.0,1,1
2,2,10,4,5,2,8,1,2,7,2,2,1,1,648.0,1,3
2,0,4,5,8,1,7,5,6,9,1,2,5,10,712.1,0,3
5,1,7,3,5,1,3,5,4,7,0,2,9,7,707.9,0,3
5,2,3,10,1,1,6,1,9,8,3,2,1,10,690.4,1,2
4,2,5,10,10,1,9,4,10,8,1,2,3,10,739.9,1,1
1,5,3,3,3,2,1,1,3,6,1,1,0,7,563.0,1,3
4,1,8,7,4,1,8,8,6,7,1,2,8,2,735.5,1,1
2,2,5,8,10,2,8,8,10,6,3,2,7,8,712.3,1,2
5,4,4,8,10,1,8,2,10,7,1,1,2,1,678.5,1,1
1,4,2,2,9,1,0,3,6,4,5,2,0,10,614.2,0,2
1,3,7,4,4,1,5,1,6,8,2,2,1,4,643.9,1,1
1,3,7,4,4,1,5,1,6,8,2,2,1,4,643.9,1,1
3,2,5,2,4,1,6,3,2,8,3,2,3,4,668.6,0,1
5,1,5,8,9,1,8,1,10,8,1,2,2,10,755.2,1,0
1,3,3,10,3,2,6,5,10,7,7,2,5,7,661.5,1,1
5,0,5,10,3,1,5,1,4,7,5,2,3,10,718.1,0,3
5,5,7,3,1,2,7,4,1,8,4,2,1,7,634.4,1,3
4,1,10,10,10,1,7,4,4,8,6,2,3,2,714.9,1,0
5,3,4,10,10,2,9,4,4,8,0,2,8,10,738.7,1,2
5,0,10,5,8,2,3,1,10,8,0,2,1,6,700.8,0,2
4,4,5,3,10,1,5,3,9,9,2,1,2,4,658.3,1,1
2,3,8,2,3,1,5,2,6,7,2,2,0,4,647.1,1,1
3,4,10,3,10,1,4,4,4,8,5,2,8,4,709.8,1,1
5,4,4,10,10,2,10,6,4,7,3,2,3,6,689.2,1,3
5,3,6,4,4,2,5,4,10,7,1,2,2,8,698.9,1,3
2,3,4,2,10,1,1,2,1,5,5,1,2,6,610.0,1,0
5,4,5,10,6,1,8,1,7,6,4,2,2,5,677.7,1,3
3,1,3,6,4,1,7,6,10,9,1,2,6,7,718.0,1,0
5,3,10,6,2,1,7,2,5,9,1,2,4,10,686.4,1,1
4,3,7,10,10,2,9,8,10,6,6,2,10,7,725.9,1,3
5,0,5,3,3,1,8,5,10,7,1,2,10,10,715.9,0,1
3,2,4,1,2,2,5,2,5,6,3,1,1,5,594.0,1,2
3,1,4,8,5,1,7,4,3,6,2,2,2,8,676.9,0,1
5,3,10,3,5,2,5,1,6,6,1,2,1,7,684.3,1,3
2,4,6,10,2,2,3,1,1,9,5,1,2,10,638.0,0,1
4,3,8,8,8,2,3,1,5,8,7,2,1,2,640.3,1,2
3,4,5,8,3,1,7,5,10,9,2,1,7,7,672.1,1,1
4,0,10,10,4,2,8,10,2,5,1,1,10,10,691.8,1,3
5,0,5,10,5,1,10,7,2,8,1,2,10,10,763.8,0,2
3,5,3,6,2,1,7,2,10,7,9,2,4,6,661.5,0,2
1,0,4,4,1,2,4,0,2,8,0,2,0,10,624.4,1,3
1,0,4,4,1,2,4,0,2,8,0,2,0,10,624.4,1,3
2,1,4,7,5,2,0,3,1,8,2,2,2,4,634.4,1,1
2,0,3,0,10,1,0,6,10,7,1,1,10,10,668.3,0,2
5,1,2,10,8,1,8,5,7,8,2,2,2,10,747.8,1,2
3,1,3,5,3,1,2,2,3,7,3,1,1,7,622.7,1,1
2,2,5,3,4,1,2,4,4,8,6,2,8,3,636.7,0,1
3,3,1,8,10,1,10,4,10,7,3,1,0,7,678.5,1,2
5,3,7,5,10,2,4,6,3,7,7,2,6,5,666.9,1,2
3,2,5,2,2,1,4,5,2,7,4,1,4,3,617.4,0,0
2,3,5,1,10,2,5,1,5,8,5,1,7,2,619.9,0,1
3,3,10,8,10,2,8,0,6,5,2,2,4,10,699.4,1,2
1,1,2,1,3,2,3,3,5,7,1,2,1,2,604.4,1,1
2,1,8,10,4,2,4,2,6,8,1,2,6,3,689.8,0,1
1,1,2,1,4,1,4,1,7,8,4,2,2,5,661.1,0,1
0,2,4,2,4,1,5,2,8,7,2,1,4,5,627.1,0,1
3,3,4,9,4,2,7,8,6,7,0,2,8,7,682.8,1,3
4,3,10,5,3,1,1,1,3,8,5,2,1,2,636.5,1,2
4,4,5,2,7,1,7,2,6,8,3,2,1,10,684.7,0,3
3,5,4,4,7,1,8,2,10,8,5,2,1,5,671.9,1,3
4,4,5,10,7,1,9,4,6,7,0,2,7,10,723.6,1,1
1,1,5,10,10,1,4,2,4,9,0,2,5,10,749.1,1,3
3,4,4,1,3,1,5,0,5,7,8,2,0,8,611.2,1,1
5,1,2,10,10,1,2,2,7,7,10,2,5,10,686.4,0,2
5,4,1,0,0,1,3,0,1,7,3,1,0,10,600.2,0,2
4,3,3,7,3,1,6,1,5,8,1,2,3,5,676.0,1,1
5,0,3,2,1,2,3,3,2,9,1,1,4,10,633.1,1,3
4,3,7,5,5,1,8,2,8,7,1,2,4,10,698.5,1,3
4,3,7,5,5,1,8,2,8,7,1,2,4,10,698.5,1,3
5,2,10,10,5,1,8,3,8,7,2,1,2,10,718.9,1,1
3,0,10,3,5,1,3,2,10,7,0,2,2,5,702.3,1,3
4,1,10,10,3,1,7,2,1,7,7,1,3,9,683.5,1,1
1,0,7,10,10,2,8,3,3,7,0,2,7,10,697.5,0,1
2,3,7,5,10,1,8,1,3,7,0,2,1,3,670.3,1,3
5,1,8,8,10,1,4,3,7,7,0,2,3,7,710.2,1,2
4,2,7,2,10,1,6,1,4,9,1,2,1,3,689.6,1,3
0,2,2,1,1,2,5,2,1,8,1,1,0,7,564.7,0,1
5,3,8,3,10,2,9,4,7,7,7,2,8,3,698.3,1,1
5,0,6,10,10,1,8,1,1,7,0,1,8,10,736.2,0,1
2,5,3,0,5,1,5,0,10,8,3,2,5,1,624.3,1,1
2,3,4,5,10,2,6,2,7,5,2,2,2,1,650.3,1,2
3,2,5,5,10,2,2,5,10,8,4,1,5,3,634.5,0,2
4,3,10,10,10,1,8,10,5,7,4,2,6,3,689.4,1,1
1,4,4,5,10,1,4,1,7,7,10,2,2,4,625.2,1,1
3,4,6,6,10,1,9,4,10,7,3,2,1,1,695.5,1,2
3,2,8,10,10,2,9,4,9,9,2,2,6,5,728.0,1,1
5,2,8,10,10,1,7,4,10,8,1,2,6,7,756.9,0,1
4,4,4,10,2,2,6,1,3,8,1,2,6,7,660.3,1,1
2,4,7,7,10,1,7,0,10,7,1,2,1,7,676.8,0,2
5,3,10,5,10,1,7,1,6,9,10,1,2,2,640.7,1,1
5,5,10,7,10,2,5,6,10,6,10,2,7,6,674.9,1,3
5,3,5,8,10,1,10,2,6,8,1,2,0,5,720.4,1,3
4,0,10,10,10,1,7,2,7,6,0,2,3,5,715.1,0,3
3,1,7,10,6,1,7,7,3,8,0,2,2,3,692.6,0,1
2,3,5,10,10,2,7,1,10,9,1,2,1,7,660.2,0,1
5,1,5,4,6,2,8,4,7,7,0,2,2,6,711.9,0,2
4,3,10,5,10,1,7,1,9,8,3,2,2,0,673.4,1,2
4,4,5,10,10,2,6,3,7,5,2,2,4,5,682.6,1,2
0,1,3,8,6,2,2,4,10,7,8,2,1,10,639.4,0,1
4,2,5,5,7,1,7,3,8,7,2,2,5,3,695.1,1,1
4,1,2,1,5,2,3,2,7,7,0,2,2,10,640.5,0,3
5,4,6,10,10,1,5,1,10,6,0,2,0,7,731.0,1,3
4,5,5,10,2,1,7,1,7,7,7,2,2,2,664.3,1,1
5,4,4,7,10,2,6,1,5,8,2,2,1,5,674.3,0,3
2,2,8,4,10,2,8,4,5,6,10,2,4,5,675.6,1,2
3,5,10,10,10,1,6,1,8,6,7,2,2,10,720.4,1,1
2,4,5,2,10,1,3,2,3,7,1,2,2,2,641.4,1,3
4,4,6,6,10,2,6,2,10,7,9,2,2,4,673.4,1,1
5,2,7,6,10,1,8,2,5,7,1,2,4,10,730.2,0,3
3,3,10,8,10,2,7,4,9,5,6,1,1,6,679.6,1,3
5,3,6,10,10,1,9,4,10,8,3,2,2,7,736.5,0,3
5,2,6,3,6,1,10,2,4,8,0,2,1,5,680.9,1,3
4,0,8,10,10,1,5,6,10,7,1,2,7,10,785.6,0,3
5,4,7,3,10,1,7,8,9,8,3,2,10,1,692.1,1,2
5,5,6,10,10,2,3,10,10,6,5,1,0,0,659.6,1,2
4,3,10,10,10,1,7,3,5,6,8,2,1,5,716.4,1,2
5,2,10,10,10,2,5,5,8,8,1,2,5,2,717.4,1,3
3,4,5,10,10,2,5,3,4,7,3,2,10,2,658.6,1,1
2,1,10,10,10,1,8,6,5,9,2,2,8,3,737.4,1,2
2,2,8,7,6,1,8,2,4,9,1,2,5,2,699.8,1,1
4,1,10,10,10,1,7,5,10,6,0,2,10,3,763.3,1,3
3,3,6,5,10,1,7,3,10,6,5,1,5,6,646.0,1,2
3,3,6,4,10,2,2,4,10,6,2,2,1,4,651.1,1,3
2,3,10,7,10,1,4,5,10,5,0,2,10,5,703.6,1,2
3,3,7,10,8,1,4,1,10,6,1,2,2,3,683.4,1,2
2,1,10,3,10,1,7,3,5,6,2,2,4,3,663.7,1,2
5,5,10,5,10,1,10,5,6,6,1,2,2,2,692.8,1,3
4,4,10,10,10,2,8,3,5,6,5,2,0,3,651.8,1,2
5,2,4,10,10,2,10,2,10,7,0,2,2,10,746.5,0,2
5,5,10,10,10,2,7,1,10,5,5,2,4,5,729.1,1,2
4,3,10,10,10,2,5,6,10,8,1,1,1,3,685.5,0,2
5,3,7,9,10,1,4,2,6,7,1,2,2,3,706.6,1,1
4,1,5,5,8,1,8,8,5,6,2,2,10,8,714.7,0,1
4,2,10,3,10,1,5,1,10,7,3,2,0,2,666.6,1,2
3,5,5,3,10,2,6,5,7,8,10,2,10,3,623.7,1,1
5,5,10,9,7,1,8,2,10,7,6,2,2,10,743.1,0,1
1,3,6,3,10,1,3,7,7,6,5,2,1,1,653.9,1,2
