Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
43,Male,82.33,1.95,180.95,159.89,69.88,1.92,2246.4,Strength,22.6930287,3.5,5,3,21.65,4.01,0.02,278.71,111.23,74.17,2246,Everybody Soup,Snack,Paleo,40.64,2450.26,100.74,160.84,Raw,56.55,43.15,1.47,0.01,Kettlebell Swings,4.01,21.08,Improves back strength and posture,338.8,"Core, Shoulders, Legs",Kettlebell,Beginner,Abs,Grip Strength,Chest flyes
54.2,Female,71,1.57,197.99,163.07,64.96,1.14,1004.11,Cardio,30.51798491,2.08,2.99,1.01,28.8,2.01,0.01,259.99,105.25,69.21,2050,Check Stew,Snack,Paleo,32.9,746.4,160.07,279.76,Steamed,57.91,76.74,1.83,0,Turkish Get-ups,5,14.93,Improves core stability,351.29,"Core, Shoulders, Legs",None or Dumbbells,Advanced,Back,Wrist Extensors,Crunches
22.38,Male,45.91,1.77,164.08,138.52,72.87,1.04,917.7,Cardio,17.87709248,2.43,3,1.03,14.65,4,0.01,233.54,94.49,62.36,1238,Law Stew,Lunch,Vegetarian,43.56,1255.36,263.91,486.2,Fried,17.28,105.98,4.56,-0.01,Leg Raises,4.01,22.95,Strengthens core and improves mobility,347.31,"Legs, Shoulders, Core",Parallel Bars or Chair,Advanced,Legs,Lower,Dumbbell front raises
26.05,Male,70.53,1.66,184.02,124.94,67.93,0.82,722.26,Cardio,25.80596916,1.71,3.01,1.01,25.6,4,-0.01,289.46,116.25,76.75,1967,Tell Rice,Dinner,Keto,31.22,264.35,269.5,466.09,Raw,39.06,92.19,4.82,0.01,Inverted Rows,4.98,22.04,Activates and strengthens glutes,335.08,"Quadriceps, Calves, Glutes","Bench, Barbell",Advanced,Chest,Posterior,Fat grip dumbbell curl
35.57,Male,101.05,1.63,161,162.55,59.02,1.1,1087.02,Strength,35,3.1,2,1,38.03,2.99,-0.02,178.01,70.38,46.76,2688,On Curry,Snack,Paleo,29.76,376.08,264.54,284.5,Steamed,9.07,23.52,2.81,0,Superman,3.99,20.01,Improves core rotation strength,362.93,Core,Wall,Advanced,Arms,Lats,Triceps dips
58.15,Male,75.66,1.78,160.91,140.11,62.82,1.06,1400.37,HIIT,22.94096195,2.51,4.02,2.01,23.88,3.02,-0.01,154.18,62,41.26,2088,Other Soup,Snack,Paleo,0.6,2485.34,196.16,458.83,Roasted,21.69,106.12,1.89,0.99,Inverted Rows,4,22.02,Targets abdominal muscles,350.34,"Upper Chest, Triceps",Dumbbells or Barbell,Intermediate,Legs,Lower Chest,Barbell curls
44.63,Male,113.45,1.71,190.34,128.85,63.04,0.82,720.29,Cardio,35,2.28,2.03,1,38.8,2.99,0,208.88,84.34,56.28,2947,Own Salad,Breakfast,Vegan,22.03,416.46,48.62,233.92,Baked,7.27,104.97,2.7,-0.01,Zottman Curls,4.99,21.97,Builds shoulder width,372.4,Calves,Kettlebell,Advanced,Forearms,Upper,Wrist curl
26.1,Male,112.05,1.9,190.79,166.83,56.99,1.02,1233.08,HIIT,29.55125856,2.22,1.97,1,31.04,1.98,0.01,179.51,71.55,48.42,2892,Many Salad,Breakfast,Keto,45.68,1211.09,17.26,336.85,Steamed,32.07,8.51,2.59,0,Box Jumps,4.99,19.14,Builds explosive power,360.86,"Glutes, Hamstrings",Bench or Chair,Beginner,Abs,Middle,Hyperextensions
31.05,Male,49.29,1.51,194.87,130.97,60.01,1.47,1292.42,Cardio,26.66068132,2,2.02,1,21.62,2.99,0,227.89,91.46,61.4,1314,Down Stew,Lunch,Vegetarian,41.04,1975.84,267.15,195.57,Raw,22.5,74.54,3.66,0,Face Pulls,3.02,12.09,Builds unilateral leg strength and balance,164.97,Lower Abs,Low Bar or TRX,Advanced,Forearms,Grip Strength,Incline cable crossovers
31.34,Female,75.33,1.93,168.18,134.69,68.21,0.6,528.48,Cardio,22.60949188,3.39,1.99,1.01,20.22,3,0.02,271.37,108.87,72.72,2155,School Salad,Breakfast,Vegan,5.26,1134.9,19.29,448.11,Fried,29.2,23.23,1.42,0,Rows,4,16.93,Strengthens lower abs and hip flexors,367.6,"Biceps, Forearms",Bench or Step,Beginner,Chest,Middle,Skull crushers
58.93,Female,60.05,1.76,194.2,119.55,52.88,1.73,1801.97,Cardio,23.31521661,2.71,4.99,3.02,19.39,3,-0.01,202.69,80.08,54.01,1825,Season Curry,Snack,Keto,34.43,2115.19,127.1,448.12,Boiled,59.68,65.86,2.29,0,Incline Push-ups,4.98,14.9,Improves cardiovascular fitness,337.02,Full Body,Dumbbells or Barbell,Beginner,Back,Wrist Flexors,Incline cable crossovers
54.76,Female,91.96,1.79,165.03,153.21,65.07,1.43,946.37,Yoga,32.10659712,3.4,2.96,1.03,28.7,2.98,1.02,226.12,91.8,60.81,2388,Game Stew,Dinner,Vegan,4.04,393.29,56.19,407,Grilled,52.82,90.87,2.52,0,Tricep Extensions,4.98,18.99,Full body workout,372.17,"Full Body, Core, Shoulders",Wall,Advanced,Abs,Lower Chest,Wrist curl
36.87,Male,73.59,1.74,188.07,140.71,65,1.04,1369.37,HIIT,26.56766504,2.41,3,1.97,24.31,2.97,0.95,301.59,120.33,80.3,1850,Three Salad,Dinner,Paleo,1.29,2048.68,24.07,224.28,Boiled,43.4,57.51,3.82,0.01,Prone Cobras,4.99,22.99,Strengthens core and improves mobility,332.57,Shoulders,Step or Box,Beginner,Back,Quads,Wrist curl
30.68,Male,62.97,1.8,166.28,157.01,66.04,0.6,528.48,Cardio,23.76324344,2.59,1.99,1.01,19.44,1.98,-0.01,231.17,92.94,61.82,1634,Clear Salad,Lunch,Vegan,15.82,204.91,148.58,131.53,Fried,57.87,110.51,3.21,0.01,Turkish Get-ups,4.01,22.07,Targets lower abs,342.77,"Upper Back, Rear Deltoids",Step or Box,Beginner,Forearms,Anterior,Decline dumbbell flyes
36.86,Male,70.51,1.77,161.84,123,51.81,1.01,999.9,Strength,21.73067391,1.7,1.97,1,22.51,3.02,-0.01,186.87,74.18,49.38,1961,Tax Curry,Lunch,Paleo,1.32,1508.99,246.13,110.49,Roasted,39.15,23.7,3.7,-0.01,Decline Push-ups,5.01,16.09,Improves hip power and cardiovascular fitness,350.85,Full Core,Wall,Intermediate,Abs,Upper,Incline dumbbell press
22.01,Male,102.5,1.85,189.83,157.01,67.13,1.48,1418.43,Cardio,28.25967274,2.38,3.99,1.98,29.95,3.99,-0.02,234.74,94.46,62.82,2921,Read Pasta,Snack,Vegan,21.41,521.46,216.53,288.33,Grilled,35.81,86.11,2.59,-0.01,Box Jumps,4,19.93,Strengthens shoulders,365.99,Triceps,Bench or Step,Intermediate,Back,Lats,Barbell curls
55.96,Female,125.59,1.86,196.71,128.88,64.17,0.99,1069.2,Strength,34.17634434,2.2,3.02,2,36.3,3,-0.01,299.21,119.5,80.11,3443,Near Sandwich,Snack,Vegan,39.48,1331.23,252.52,312.57,Steamed,48.18,13.54,2.9,0,Incline Push-ups,4,14.98,Improves coordination and cardiovascular health,366.45,"Triceps, Chest",Barbell,Advanced,Chest,Lower,Leg raises
57.93,Female,43.62,1.57,183.08,155.03,58.69,1.08,713.45,Yoga,21.7569432,2.32,3,1.01,17.7,3.02,0.01,198.59,78.84,52.9,1241,Head Stew,Lunch,Paleo,4.44,138.86,70.94,387.99,Raw,41.86,39.83,1.1,0,Push-ups,4.99,23.94,Targets biceps and forearms,345.85,"Core, Lower Back",Barbell,Intermediate,Arms,Lats,Triceps pushdowns
48.85,Female,105.6,1.64,198.11,154.75,58.98,1.2,1585.32,HIIT,35,3.11,3,2.01,39.26,2.99,-0.01,254.33,100.76,67.37,2604,Analysis Curry,Lunch,Vegetarian,49.33,2297.01,13.88,356.25,Fried,9.78,89.74,1.08,0,Deadlift,4.01,23.89,Improves posture and back strength,364.64,Quadriceps,Low Bar or TRX,Beginner,Arms,Wrist Extensors,Hanging leg raises
24.12,Female,63.01,1.79,180.13,134.95,59.27,1.42,1022.4,Yoga,24.19339333,2.29,3.99,2,19.67,2.99,0,302.49,122.3,81.05,1774,Debate Rice,Snack,Balanced,26.56,1097.3,133.09,377.54,Steamed,57.6,73.69,3.33,-0.01,Mountain Climbers,5,19.93,Targets upper chest,357.49,"Back, Core, Shoulders",Step or Box,Beginner,Back,Upper,Leg curls
26.22,Male,48.4,1.77,197.99,120.15,69.28,1.15,828,Yoga,19.01883976,2.7,2.98,2,15.45,2.99,0.98,273.23,110.16,73.81,1465,Because Salad,Breakfast,Vegan,44.58,613.95,139.95,196,Steamed,46.81,10.07,1.23,0,Dead Bugs,4.02,21.07,Improves posture and back strength,356.7,"Back, Biceps",Barbell,Intermediate,Shoulders,Anterior,Face pulls
38.09,Female,90.96,1.77,177.95,140.03,74.11,0.8,969.76,HIIT,27.3143608,3.38,2.03,1.02,29.03,2.99,1.02,225.43,90.31,60.24,2448,Method Stew,Dinner,Balanced,39.22,1783.95,222.65,344.91,Grilled,53.4,61.85,4.4,0,Lunges,4,15.04,Builds explosive power,356.15,Lower Abs,None or Dumbbell,Advanced,Legs,Posterior,Skull crushers
49.12,Female,79.68,1.72,193.92,127.72,68.97,1.45,957,Yoga,25.35182849,3.3,2.99,1,26.93,2.99,0.01,242.9,97.19,65.08,1928,Suggest Soup,Breakfast,Paleo,45.46,1990.52,294.32,245.77,Boiled,11.22,53.74,3.31,0,Squats,5,21.92,Improves shoulder health and posture,368.95,"Quadriceps, Glutes",Parallel Bars or Chair,Beginner,Abs,Anterior,Wrist curl
41.91,Male,72.96,1.63,188.1,136.67,68.16,0.52,628.63,HIIT,30.69804326,3.18,3,1,27.46,3,-0.02,204.28,81.08,54.25,1939,Case Stew,Dinner,Low-Carb,31.4,190.2,-2.2,269.11,Grilled,60.44,60.19,2.4,0,Leg Press,4.02,15.11,Builds explosive upper body power,361.94,Calves,Bench or Chair,Intermediate,Back,Upper,Bicycle crunches
37.88,Female,44.94,1.68,192.66,144.3,58,1.01,972.02,Cardio,21.57590479,2.4,2.99,2.03,15.92,3,0.03,283.96,113.64,75.83,1040,Tonight Wrap,Snack,Vegetarian,11.82,1215.67,1.61,335.12,Roasted,57.97,117.78,3.17,0.01,Jumping Jacks,3.99,18.07,Improves core stability and upper body strength,337.04,Full Body,Bench or Sturdy Surface,Beginner,Legs,Grip Strength,Bent-over lateral raises
55.89,Female,55.24,1.53,189.6,124.57,65.7,1.9,1482,Yoga,27.7667182,2.7,5.01,3,23.6,2.98,0.02,210,84.42,56.15,1640,Company Wrap,Lunch,Vegetarian,48.21,1655.03,92.7,132.86,Fried,50.16,24.16,1.44,0,Seated Rows,4.01,15.96,Targets abdominal muscles,327.97,Full Core,Dumbbells,Advanced,Abs,Lats,Hanging leg raises
25.19,Female,120.18,1.83,179.26,120.09,51.07,1.04,996.74,Cardio,34.48645611,2.5,2.97,1.98,35.89,3.01,0,221.5,88.56,59.14,2976,Wear Rice,Dinner,Keto,7.78,1420.72,298.86,355.87,Fried,56.86,25.03,4.51,1,Lateral Raises,5,19.96,Strengthens back and improves posture,345.18,Lower Abs,Dumbbells,Intermediate,Forearms,Quads,Decline cable crossovers
38.44,Female,81.15,1.71,187.13,147.85,58.12,1.52,1580.8,Cardio,27.05568878,3.49,4.97,3,27.75,1.99,0,203.13,81.7,54.41,2218,Next Pasta,Dinner,Low-Carb,49.9,795.36,79.65,358.8,Boiled,31.13,33.13,2.52,0,Bicep Curls,3.01,14.95,Activates and strengthens glutes,140.87,"Upper Chest, Triceps",None or Dumbbell,Intermediate,Back,Lats,Leg extensions
28.89,Female,105.68,1.81,177.29,155.59,60.01,1.29,1392.04,Strength,31.96787669,2.48,4.02,1.99,32.26,2.02,1.02,265.78,105.81,70.66,2799,Enough Sandwich,Breakfast,Keto,31.74,590.47,98.46,301.17,Steamed,30.89,45.13,3.91,-0.01,Thrusters,4.01,21.12,Targets upper chest,376.78,"Lower Abs, Hip Flexors",Parallel Bars or Chair,Intermediate,Arms,Lateral,Romanian deadlifts
21.19,Female,60.55,1.7,179.33,122.67,51.84,1.97,2308.45,Strength,23.26223973,2.7,4.98,3.02,20.95,4.01,4.01,393.14,156.61,104.91,1700,Kind Wrap,Dinner,Keto,37.51,2163.32,94.97,369.01,Baked,53.15,40.54,4.08,0,Squats,3.99,25.05,Strengthens lower body,368.38,"Quadriceps, Calves, Glutes",Wall,Beginner,Back,Posterior,Russian twists
58.08,Male,65.64,1.63,167.41,120.5,53.03,1.12,806.4,Yoga,24.58480699,2,3.02,2,24.71,3,-0.01,245.52,98.13,65.36,1824,Discover Sandwich,Dinner,Paleo,21.87,1755,16.13,145.95,Boiled,10.91,45.25,1.79,0,Bulgarian Split Squats,3.99,22.17,Strengthens triceps and chest,331.29,"Back, Biceps",Wall,Beginner,Forearms,Triceps,Wrist extension
23.08,Female,57.01,1.55,179.15,131.97,72.8,1.38,993.6,Yoga,25.21123386,1.9,4.02,2,23.73,3,0.98,212.45,85.55,57.5,1829,Current Sandwich,Lunch,Balanced,12.52,691.21,298.11,106.42,Boiled,17.13,12.13,1.88,0,Calf Raises,4,16.01,Improves hip power and cardiovascular fitness,358.06,"Core, Obliques",Dumbbells or Barbell,Beginner,Chest,Wrist Flexors,Dumbbell curls
55.74,Female,55.79,1.92,181,135.69,62.24,0.67,443.41,Yoga,19.19531779,3.19,3.04,1.03,15.13,2,-0.07,205.17,82.58,55.08,1645,Onto Soup,Dinner,Keto,6.33,818.99,32.97,400.98,Steamed,53.84,116.56,3.57,-0.01,Pull-ups,5.02,20.02,Improves back strength and posture,332.25,"Quadriceps, Glutes",Resistance Band or Cable Machine,Intermediate,Abs,Lower,Bird dog
33.79,Female,68.94,1.5,192.14,131.9,60.8,1.37,1315.2,Cardio,29.79004086,2.09,4.01,2,30.64,2,0.02,269.52,108.1,72.4,1910,Interesting Rice,Snack,Low-Carb,33.89,499.35,236.94,314.17,Fried,9.66,46.39,1.89,0,Reverse Lunges,4.05,15.97,Combines lower body and upper body strength,343.44,"Legs, Shoulders, Core",Box or Platform,Intermediate,Arms,Lateral,Hammer curls
22.22,Female,107.49,1.74,195.05,138.49,62.98,1.33,877.8,Yoga,35,2.22,2.01,1,35.5,2.99,0.01,292.2,116,77.84,2875,Case Stew,Breakfast,Low-Carb,20.18,932.16,174.22,207.75,Roasted,40.86,59.54,2.7,0,Burpees,5,18.93,Advanced core exercise,369.76,"Glutes, Hamstrings, Core",Cable Machine or Resistance Band,Advanced,Legs,Lats,Dumbbell curls
21.4,Male,62.81,1.54,190.97,154.89,53.05,1.03,742.84,Yoga,27.48104712,2.38,4.01,2.02,26.48,2.98,0.01,252.63,100.82,67.2,1733,Along Curry,Dinner,Paleo,43.17,337.26,221.45,435.05,Steamed,50.75,34.41,4.72,0.01,Jumping Jacks,4.01,18.05,Targets upper chest,367.6,"Chest, Triceps",Box or Platform,Advanced,Back,Quads,Dumbbell front raises
35.15,Male,58.18,1.66,197.02,161.27,58.95,1.3,1571.57,HIIT,26.00944845,3.2,2.99,1,21.11,2.99,0.02,232.97,93.94,62.32,1518,Candidate Curry,Lunch,Vegan,10.43,1181.96,48.91,393.6,Steamed,33.38,99.72,2.68,0,Wall Angels,4,16.9,Strengthens lower body,334.11,"Lower Back, Glutes",Dumbbells,Beginner,Legs,Posterior,Crunches
29.27,Female,48.58,1.57,168.02,131.87,53.13,1.33,1278.93,Cardio,22.57404764,2.61,3.01,2.02,19.71,2,1.03,187.2,74.52,50.1,1312,Present Stew,Snack,Vegetarian,24.96,172.31,201.25,184.7,Roasted,15.21,83.5,1.8,0,Bulgarian Split Squats,5,24,Strengthens lower abs and hip flexors,364.83,"Legs, Shoulders, Core",Dumbbells or Barbell,Intermediate,Arms,Lateral,Leg curls
41.47,Male,73.77,1.63,188.32,136.11,68.01,0.53,640.72,HIIT,27.47686499,3.21,3.01,1,27.77,3,0.02,202.24,81.6,54.04,1934,Maintain Rice,Dinner,Balanced,31,208.66,0.12,265.75,Boiled,60.8,60.26,2.37,0,Mountain Climbers,4.02,15.1,Targets biceps and forearms,362.5,"Glutes, Hamstrings",Kettlebell,Advanced,Abs,Triceps,Bird dog
39.76,Female,55.23,1.61,183.84,157.78,63.74,1.55,1209.93,Yoga,24.878863,2.71,4.02,3.01,21.31,2,0.01,272.98,110.13,73.36,1493,Would Rice,Lunch,Vegetarian,31.81,1819.27,43.38,313.68,Boiled,51.97,112.44,2.87,0,Bench Press,4.98,17.98,Builds chest strength,333.09,"Back, Core, Shoulders",Wall,Beginner,Legs,Upper,Cable crossovers
22.02,Male,39.53,1.56,191.96,120.64,56.86,1.44,1036.8,Yoga,19.12153168,2.09,4,2,16.24,3,0,220.55,87.95,58.92,1091,Three Salad,Dinner,Vegetarian,6.64,266.65,77.79,465.4,Steamed,49.29,36.64,5,0.01,Thrusters,5,17.06,Improves flexibility,343.1,"Full Body, Core, Shoulders",Bench or Sturdy Surface,Advanced,Arms,Quads,Hammer curl
52.04,Male,70.67,1.72,193.84,142.99,65.99,1.29,1392.04,Strength,21.74159961,2.61,3,1.99,23.89,3,0.01,230.19,92.72,61.24,2090,Start Wrap,Snack,Keto,19.07,324.44,237.63,153.12,Steamed,23.31,94.41,1.33,-0.01,Leg Raises,4.99,18.98,Strengthens shoulders,335.58,"Lower Back, Glutes",Resistance Band or Cable Machine,Beginner,Back,Quads,Seated calf raises
26.39,Female,89.11,1.64,191.97,161.9,64.09,1.81,2119.33,Strength,31.10809944,3.51,3.98,3.01,33.13,2,0.98,199.08,80.27,52.71,2411,Or Curry,Dinner,Keto,15.2,2262.36,168.43,444.77,Baked,38.19,9.27,3.4,0,Mountain Climbers,4.01,17.87,Builds upper body strength,365.55,"Chest, Triceps, Shoulders",Bench or Chair,Advanced,Legs,Triceps,Lateral raises
53.04,Male,45.04,1.79,163.84,159.96,72.15,1.33,1435.2,Strength,20.35473516,2.1,3,1.99,14.06,2.98,-0.01,224.6,89.85,60.2,1147,Dinner Sandwich,Lunch,Paleo,37.59,1348.25,182.09,291.82,Grilled,53.05,80.39,3.71,0.01,Zottman Curls,5.01,23,Improves balance and coordination,362.57,"Chest, Triceps, Shoulders",Bench or Sturdy Surface,Beginner,Forearms,Triceps,Standing calf raises
25.74,Male,47.97,1.77,198.36,120.04,69.27,1.14,1504.8,HIIT,20.14527365,2.69,3,2,15.31,3.02,1,275.17,109.91,73.48,1173,Leg Rice,Lunch,Balanced,44.38,617.95,140.03,196.58,Roasted,46.99,10.72,1.15,0.02,Wall Angels,4,21.04,Targets upper chest,355.59,"Core, Shoulders, Legs",Kettlebell,Beginner,Shoulders,Wrist Flexors,Decline dumbbell press
59.04,Female,51.11,1.95,187.72,167.67,55.09,1.08,949.54,Cardio,20.68753328,3.38,3.01,1,13.44,2.99,-0.01,206.59,82.47,55.32,1413,Likely Rice,Dinner,Keto,49.25,2417.37,108.61,138.5,Boiled,49.62,44.71,1.79,-0.01,Flutter Kicks,4.99,16,Improves coordination and cardiovascular health,332.24,Full Body,None or Dumbbells,Beginner,Shoulders,Posterior,Leg press
57.42,Female,79.18,1.62,185.36,149.29,52.21,1,718.8,Yoga,27.92170977,1.99,4.02,1.98,30.17,2.99,1.04,186.34,73.18,49.94,2239,Sit Wrap,Snack,Paleo,34.45,1873.95,14.06,319.89,Roasted,16.24,19.71,4.47,0,Face Pulls,3.99,16.93,Improves core stability and balance,335.62,Shoulders,Step or Box,Advanced,Arms,Lats,Hyperextensions
44.3,Female,65.23,1.8,192.34,139.06,68.06,0.73,722.04,Strength,23.7641559,2.68,2.01,1,20.13,2.99,0,202.76,81.68,54.45,1826,Us Soup,Dinner,Balanced,45.49,2340.34,125.62,139.4,Raw,19.44,95.17,2.3,0,Lateral Raises,3,12.13,Improves back strength and posture,313.66,"Lower Abs, Hip Flexors",Pull-up Bar,Beginner,Arms,Anterior,Standing calf raises
53.24,Female,61.29,1.63,169.95,123.73,74.1,0.55,484.44,Cardio,28.99069121,3.4,3,1.01,23.07,2.97,-0.03,228.71,92.24,61.26,1683,Develop Wrap,Breakfast,Vegan,2.62,2396.11,87.48,240.83,Steamed,52.97,95.12,2.13,1,Calf Raises,5.01,16.94,Builds unilateral leg strength and balance,363.58,"Quadriceps, Glutes",Parallel Bars or Chair,Intermediate,Back,Anterior,Hyperextensions
30.08,Female,62.74,1.92,169.99,126.86,69.97,1.13,994.4,Cardio,18.84455752,3.6,2.04,1,17.02,2,2.02,311.18,124.8,83.37,1733,Page Sandwich,Snack,Vegan,40.73,167.02,84.86,409.92,Boiled,54.95,78.8,4.09,0,Mountain Climbers,4.99,23.04,Advanced core exercise,360.88,"Back, Core, Shoulders",Barbell,Beginner,Back,Triceps,Incline cable crossovers
39.13,Male,107.56,1.88,162.17,159.9,59.17,0.71,623.1,Cardio,32.21809787,3.59,1.99,1,30.43,3.01,0.01,213.97,85.93,56.87,2756,Network Pasta,Snack,Paleo,21.42,773.47,60.79,219.19,Roasted,43.24,13.23,1.91,0,Bear Crawls,4.03,17.91,Improves posture and back strength,369.91,"Back, Biceps",Dumbbells or Barbell,Advanced,Abs,Lower Chest,Triceps pushdowns
51.98,Male,84.61,1.85,189.32,151.94,49.9,1.19,1439.9,HIIT,26.17569526,3.19,1.95,1,24.72,2.01,1.98,275.51,109.69,73.14,2381,Stop Salad,Lunch,Low-Carb,3.17,778.91,4.19,129.14,Fried,11.07,72.56,1.16,0,Face Pulls,4.01,16.07,Enhances full-body coordination and stability,337.98,Shoulders,Dumbbells or Barbell,Intermediate,Arms,Lateral,Bent-over rows
30.95,Female,53.77,1.64,182.72,140.5,69.95,0.57,564.3,Strength,23.99035161,2.41,3,1,19.99,3,0,251.98,101.75,67.52,1210,Reality Wrap,Breakfast,Vegan,47.58,2106.84,153.33,144.68,Boiled,24.14,16.51,4.38,0,Zottman Curls,5,17,Strengthens lower abs and hip flexors,336.65,"Glutes, Hamstrings",Barbell,Beginner,Shoulders,Grip Strength,Chest flyes
47.49,Male,73.56,1.59,195.95,149.26,63.92,1.2,1297.08,Strength,28.94800635,2.11,3,2.01,29.1,3.98,-0.01,244.92,98.92,64.73,1947,There Curry,Lunch,Vegetarian,17.01,2224.03,208.73,221.51,Boiled,31.32,82.75,3.18,0,Bulgarian Split Squats,5.01,22.04,Strengthens core and improves mobility,360.07,"Core, Lower Back",Resistance Band or Cable Machine,Intermediate,Back,Quads,Lateral raises
24.13,Female,50.8,1.67,178.15,132.79,71.95,0.98,1185.8,HIIT,21.68016137,2.8,2.97,1,18.22,2.01,1,305.93,121.74,80.71,1444,Make Sandwich,Snack,Paleo,13.8,301.86,115.82,312.49,Raw,38.68,114.19,4.38,-0.01,Shoulder Press,5,18.95,Improves hip power and cardiovascular fitness,346.25,"Core, Shoulders, Legs",Wall,Advanced,Arms,Upper,Skull crushers
58.43,Female,49.8,1.95,187.99,166.87,54.67,1.08,1305.61,HIIT,19.72195932,3.42,3.02,1,13.1,2.98,-0.01,205.03,82.56,55.01,1573,Scientist Stew,Breakfast,Low-Carb,49.21,2408.01,112.28,143.58,Roasted,49.24,44.64,1.8,0,Push-ups,5.01,16.05,Improves shoulder health and posture,330.25,"Shoulders, Triceps",Kettlebell,Intermediate,Arms,Posterior,Concentration curls
36.28,Female,100.13,1.99,189.38,147.03,73.05,1.34,1324.19,Strength,27.61137342,2.5,2.99,1,25.28,2.99,0.01,196.7,77.77,52.28,2723,While Soup,Breakfast,Balanced,3.59,685.22,68,463.7,Grilled,57.72,63.59,2.17,0,Dragon Flags,4,20.9,Targets obliques and improves core rotation,346.02,"Full Body, Core, Shoulders",Cable Machine or Resistance Band,Beginner,Abs,Grip Strength,Chest flyes
24.85,Female,41.14,1.62,192.75,144.39,63.83,1.47,1412.38,Cardio,19.41885395,2.09,4.01,2.01,15.68,2.01,-0.01,172.27,68.01,45.16,1219,Consumer Salad,Dinner,Paleo,41.56,2086.65,139.07,223.81,Grilled,15.26,71.59,3.41,0,Plyometric Push-ups,5.01,15.01,Enhances full-body coordination and stability,334.31,"Upper Back, Rear Deltoids",Cable Machine,Advanced,Back,Triceps,Wrist curl
40.78,Male,120.67,1.67,188.15,146.57,53.87,0.82,811.8,Strength,35,2.99,2.02,1,43.27,1.99,-0.02,200.86,80.6,54,3046,Decision Pasta,Dinner,Paleo,32.62,852.49,268.03,387.22,Boiled,56.59,43.16,3.1,0,Russian Twists,2.98,14.95,Strengthens lower abs and hip flexors,183.86,"Back, Core, Shoulders",Bench or Step,Advanced,Shoulders,Wrist Flexors,Incline dumbbell press
48.73,Female,77.45,1.61,160.42,158.2,50.24,1.04,998.4,Cardio,32.94312845,3.4,3,2,29.88,4.03,-0.01,200.08,79.95,53.34,2129,Present Pasta,Dinner,Keto,0.65,2386.28,67.94,174.55,Baked,40.82,77,2.98,0.01,Decline Push-ups,4,17.04,Improves shoulder mobility and posture,351.36,Full Body,"Bench, Barbell",Beginner,Forearms,Lateral,Bent-over rows
44.88,Female,65.26,1.68,196.72,128.52,66.09,0.77,508.66,Yoga,26.02697776,2.61,3.01,1.01,23.12,2,1.99,270.76,108.33,72.15,1649,Way Pasta,Lunch,Low-Carb,39.66,1359.02,124.25,432.02,Boiled,14.09,46.38,1.53,0,Pistol Squats,4,16.99,Improves shoulder health and posture,336.6,"Obliques, Core",Cable Machine,Beginner,Shoulders,Quads,Hammer curls
41.24,Male,120.86,1.67,187.67,145.78,54.22,0.83,729.74,Cardio,35,2.97,1.98,1,43.34,1.98,0.01,200.18,80.15,52.99,3053,Stuff Stew,Snack,Balanced,33.55,884.33,273.21,384.12,Baked,57.01,41.38,3.11,0,Plank,3.01,14.98,Builds unilateral leg strength,185.56,"Chest, Triceps, Shoulders",Step or Box,Intermediate,Arms,Lats,Barbell curls
53.9,Female,76.29,1.61,179.79,154.88,52.03,1.41,1858.1,HIIT,30.01571559,2.49,4.01,1.98,29.43,3.02,-0.03,239.94,95.42,64.04,2025,Move Pasta,Dinner,Paleo,29.95,2121.48,214.91,268.77,Steamed,14.21,55.75,4.81,0.01,Seated Rows,5.01,23.93,Improves posture and strengthens upper back,368.63,"Quadriceps, Hamstrings, Glutes",None or Dumbbell,Intermediate,Chest,Lower,Romanian deadlifts
58.68,Female,90.08,1.62,198.06,125.06,58.77,1.43,1890.75,HIIT,35,3.61,3.02,2.02,34.32,2.99,0.03,193.08,76.7,50.44,2419,Face Sandwich,Breakfast,Paleo,42.37,400.14,155.71,169.51,Grilled,32.52,21.28,2.41,0,Lat Pulldowns,4.99,20.05,Strengthens back and improves posture,337.8,"Back, Core, Shoulders",Bench or Sturdy Surface,Beginner,Legs,Wrist Extensors,Fat grip dumbbell curl
22.11,Male,96.58,1.63,180.07,161.67,62.01,1.36,981.65,Yoga,35,2.39,3.99,2.03,36.35,3.01,0.02,270.36,107.85,72.5,2683,Expert Curry,Snack,Keto,18.38,105.85,180.78,214.96,Grilled,44.06,82.93,4.31,0.01,Seated Rows,4.01,24.06,Improves core rotation strength,352.99,"Upper Chest, Triceps",Resistance Band or Cable Machine,Beginner,Arms,Lateral,Incline cable crossovers
