FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,GENDER_Male
4,4,5,6,6,10,4,5,2,6,2,10,1,7,0,9,2,10,2,4,1,673.4,False
5,2,6,7,6,10,6,5,1,8,2,5,10,7,0,1,2,2,4,10,3,730.2,True
3,3,10,10,8,10,3,5,2,7,4,9,5,5,4,6,1,10,1,6,3,679.6,False
5,3,7,6,10,10,7,3,1,9,4,10,9,8,5,3,2,10,2,7,3,736.5,True
5,2,2,6,3,6,3,4,1,10,2,4,3,8,0,0,2,2,1,5,3,680.9,False
4,0,10,8,10,10,10,5,1,5,6,10,10,7,0,1,2,10,7,10,3,785.6,True
5,4,3,7,3,10,3,1,1,7,8,9,5,8,4,3,2,4,10,1,2,692.1,False
5,5,4,6,10,10,10,1,2,3,10,10,10,6,10,5,1,10,0,0,2,659.6,False
4,3,10,10,10,10,8,5,1,7,3,5,2,6,1,8,2,10,1,5,2,716.4,False
5,2,10,10,10,10,10,3,2,5,5,8,10,8,10,1,2,6,5,2,3,717.4,False
3,4,5,5,10,10,3,1,2,5,3,4,2,7,0,3,2,3,10,2,1,658.6,False
2,1,6,10,10,10,5,5,1,8,6,5,2,9,0,2,2,10,8,3,2,737.4,False
2,2,10,8,7,6,7,2,1,8,2,4,4,9,5,1,2,10,5,2,1,699.8,False
4,1,10,10,10,10,5,5,1,7,5,10,5,6,0,0,2,10,10,3,3,763.3,False
3,3,3,6,5,10,4,1,1,7,3,10,0,6,7,5,1,3,5,6,2,646.0,False
3,3,4,6,4,10,4,4,2,2,4,10,2,6,6,2,2,4,1,4,3,651.1,False
2,3,4,10,7,10,5,1,1,4,5,10,4,5,0,0,2,3,10,5,2,703.6,False
3,3,4,7,10,8,3,5,1,4,1,10,5,6,4,1,2,2,2,3,2,683.4,False
2,1,5,10,3,10,5,1,1,7,3,5,3,6,10,2,2,3,4,3,2,663.7,False
5,5,10,10,5,10,5,3,1,10,5,6,5,6,7,1,2,2,2,2,3,692.8,False
4,4,3,10,10,10,5,5,2,8,3,5,1,6,10,5,2,3,0,3,2,651.8,False
5,2,10,4,10,10,10,5,2,10,2,10,10,7,0,0,2,6,2,10,2,746.5,True
5,5,10,10,10,10,10,5,2,7,1,10,10,5,0,5,2,10,4,5,2,729.1,False
4,3,2,10,10,10,8,3,2,5,6,10,5,8,0,1,1,6,1,3,2,685.5,True
5,3,10,7,9,10,5,5,1,4,2,6,2,7,0,1,2,4,2,3,1,706.6,False
4,1,5,5,5,8,7,2,1,8,8,5,3,6,0,2,2,3,10,8,1,714.7,True
4,2,5,10,3,10,4,2,1,5,1,10,0,7,5,3,2,3,0,2,2,666.6,False
3,5,1,5,3,10,2,2,2,6,5,7,2,8,10,10,2,3,10,3,1,623.7,False
5,5,6,10,9,7,10,5,1,8,2,10,10,7,0,6,2,10,2,10,1,743.1,True
1,3,10,6,3,10,1,0,1,3,7,7,5,6,0,5,2,2,1,1,2,653.9,False
3,3,2,5,6,10,4,0,1,4,2,10,1,7,2,5,1,8,4,4,2,649.6,False
4,2,3,2,6,10,2,1,2,7,1,7,5,6,5,5,2,10,1,2,2,645.4,False
3,3,6,4,6,10,4,1,2,7,4,8,2,7,3,5,2,6,3,6,2,661.1,False
3,3,4,6,10,10,8,3,1,6,3,10,0,6,5,3,2,10,4,10,2,708.9,True
3,5,2,6,10,6,2,5,1,9,8,10,2,7,2,1,1,10,9,1,2,692.1,False
5,2,8,10,10,10,10,2,1,8,4,10,5,7,2,8,2,10,3,8,2,739.7,False
4,4,10,7,2,9,2,1,1,10,7,9,3,8,4,3,2,6,5,6,1,698.9,False
5,4,8,10,10,10,10,5,1,8,8,7,10,8,10,2,1,5,10,10,3,741.0,False
3,2,8,5,10,10,5,1,1,8,2,10,1,8,2,1,2,5,7,8,1,714.4,True
3,5,5,6,10,10,2,3,2,7,4,1,2,8,5,3,2,7,6,10,3,668.4,False
4,2,2,3,5,10,10,3,2,9,7,10,5,7,0,1,2,10,3,6,2,710.8,False
2,2,10,8,10,10,4,3,2,10,8,9,5,8,3,4,2,10,5,3,1,715.9,False
3,3,6,10,10,10,5,2,1,7,4,5,5,8,10,2,2,10,6,1,1,698.1,False
5,2,10,8,4,10,2,0,1,7,1,3,10,8,0,1,2,1,8,7,1,706.2,True
4,1,8,8,8,8,5,5,2,7,5,6,10,8,0,2,2,4,7,9,2,728.9,True
2,2,5,5,10,10,2,5,2,2,1,10,3,7,3,2,2,6,1,5,2,670.0,True
4,4,4,10,10,10,5,5,2,2,3,7,5,6,0,1,2,10,10,7,2,713.4,True
4,0,4,10,10,10,5,5,1,8,3,5,2,7,8,0,2,10,4,10,1,730.2,True
3,3,10,10,10,10,6,5,2,8,3,8,5,7,5,3,2,8,10,7,2,724.0,False
2,2,0,8,10,10,2,2,2,1,6,2,10,5,0,1,2,5,9,5,3,674.8,False
4,3,5,8,10,10,2,3,2,5,3,7,3,6,5,5,1,6,3,2,2,645.4,False
5,3,7,6,3,10,2,1,2,4,1,6,5,7,10,2,2,3,3,2,1,636.9,False
2,3,5,4,2,10,0,2,2,3,1,3,2,6,8,1,2,3,0,2,2,603.8,True
3,1,7,10,3,10,5,2,2,8,3,1,5,6,7,5,2,1,5,1,2,649.3,False
5,2,10,10,10,10,6,5,2,8,3,10,0,6,0,2,2,6,9,5,2,729.3,True
5,4,7,9,5,10,2,2,2,3,1,5,2,6,0,3,2,2,4,6,3,656.9,False
2,3,5,10,8,10,5,4,2,7,4,7,5,7,0,1,2,10,2,6,2,701.7,False
4,4,10,10,5,10,2,3,1,5,5,10,2,8,2,4,2,6,2,5,2,700.8,False
1,3,4,1,6,10,2,2,2,0,1,9,4,5,3,7,1,3,2,1,1,594.6,True
5,3,6,7,5,10,8,4,2,5,3,4,1,7,0,2,1,5,1,1,2,653.5,False
4,4,10,6,10,10,3,5,1,8,5,4,2,6,10,5,2,3,10,4,2,692.4,False
3,2,5,7,10,10,5,3,2,8,4,7,7,8,10,3,2,10,6,8,1,700.2,False
5,5,2,6,8,10,5,1,1,9,0,10,3,7,0,2,1,6,7,5,3,680.2,False
5,3,4,7,10,10,2,1,1,2,3,10,10,7,0,3,2,4,4,10,2,710.8,True
5,1,8,10,10,10,5,2,1,8,7,10,3,7,2,4,2,10,7,1,1,738.0,False
5,5,10,10,10,10,10,5,2,10,0,10,5,5,0,5,2,10,4,4,2,722.3,False
2,2,10,10,10,10,3,2,1,8,5,3,2,8,2,2,2,10,5,2,1,709.6,False
5,3,10,7,10,10,4,5,1,4,1,6,2,7,0,1,1,4,2,3,1,687.9,False
4,2,10,4,4,10,4,2,1,7,4,6,1,7,9,1,2,3,5,6,1,681.1,False
5,3,2,4,5,7,2,0,1,8,5,10,5,6,7,0,2,1,1,5,3,663.0,True
4,3,10,10,5,10,7,5,2,8,2,6,1,8,0,2,2,4,1,3,2,691.5,True
3,2,9,10,8,9,8,2,1,7,6,10,1,6,0,2,2,6,7,3,2,724.2,False
5,4,7,6,4,10,2,2,2,5,2,6,5,7,10,2,2,4,4,2,1,645.4,False
5,4,10,6,10,10,2,5,1,10,6,10,5,7,0,2,2,4,1,10,3,736.3,False
4,3,10,10,10,10,7,5,2,7,7,5,5,7,7,1,2,8,6,3,1,714.9,False
4,4,10,5,10,10,4,5,2,7,2,8,5,8,5,1,2,10,7,3,2,705.5,False
4,1,7,6,3,10,4,2,1,4,4,10,3,8,6,3,2,10,6,3,1,699.1,False
5,2,10,10,10,10,5,5,1,7,4,10,2,7,10,1,2,10,6,3,1,732.9,False
3,5,8,5,10,10,2,5,1,0,3,4,1,5,5,1,2,5,1,0,2,654.8,False
5,3,7,10,10,10,5,5,1,8,5,9,10,7,4,1,2,7,7,7,2,753.1,False
4,3,7,8,2,10,1,1,1,8,7,10,5,8,10,0,2,4,5,5,2,690.6,False
3,4,4,10,2,5,3,5,1,5,2,2,3,5,0,0,1,6,5,3,1,652.7,False
2,3,1,5,6,8,6,0,1,4,3,10,1,7,3,4,1,8,4,4,2,646.2,False
5,5,7,10,3,10,10,3,1,8,6,9,3,8,5,1,2,2,6,5,2,712.5,False
3,4,5,10,4,10,3,2,1,5,6,6,6,7,6,2,2,3,1,3,2,670.9,False
5,0,6,10,10,10,4,3,1,10,7,5,10,7,0,2,2,5,10,10,2,764.2,False
4,3,4,10,10,10,5,5,2,10,7,7,5,7,0,4,2,10,10,10,2,739.1,False
5,3,10,10,10,10,5,4,1,10,5,10,7,7,0,0,2,5,1,5,3,746.5,False
1,3,2,4,10,10,2,5,2,7,1,6,2,7,0,2,2,3,3,7,3,662.4,True
4,3,5,10,10,10,0,5,1,8,3,7,3,7,4,5,1,10,1,3,1,683.0,False
3,3,10,6,10,10,2,2,1,9,7,10,2,7,6,2,2,10,1,5,1,709.1,False
2,3,6,6,6,10,7,0,1,8,6,6,5,8,0,2,2,1,3,5,1,688.1,False
4,1,3,6,10,10,4,2,1,10,3,10,1,6,10,0,2,10,6,3,2,703.8,False
5,5,10,10,5,10,8,5,1,8,3,5,10,8,10,2,2,10,8,7,1,733.8,False
1,0,3,6,10,10,2,5,2,4,6,7,0,7,8,0,2,10,1,5,3,674.5,False
3,3,5,10,3,10,4,5,1,5,5,9,2,8,10,1,2,7,2,2,2,685.3,False
5,2,10,10,10,10,5,2,1,8,8,6,1,8,10,1,2,10,1,10,2,727.2,False
2,4,2,1,8,10,1,1,2,7,7,4,10,5,10,6,2,3,10,0,2,631.0,True
4,4,2,10,10,10,2,5,2,7,2,5,1,6,10,5,2,2,0,2,2,638.2,False
4,2,10,4,10,10,10,5,1,10,10,10,2,8,0,0,2,10,10,4,2,772.2,False
4,4,6,7,10,10,10,3,1,8,3,8,3,8,10,5,2,10,5,2,2,702.1,False
5,1,10,10,10,10,1,5,2,8,0,8,0,6,8,2,2,8,8,4,3,701.7,False
5,4,7,4,10,4,5,4,1,6,5,10,4,6,10,1,2,4,10,3,1,695.3,False
2,2,10,8,6,7,8,3,1,8,2,4,5,9,5,2,2,10,4,3,1,704.9,False
5,4,6,6,3,10,5,2,2,6,2,7,5,7,10,2,2,4,4,2,1,650.7,False
4,1,10,10,6,10,3,2,1,7,2,10,2,8,2,2,2,7,2,6,1,716.1,True
5,1,6,10,10,10,5,3,1,10,10,5,10,7,1,2,2,6,8,7,2,759.1,False
5,2,5,7,10,10,2,5,2,7,6,7,0,7,0,1,2,2,3,5,2,693.2,False
5,2,5,10,3,10,3,1,1,8,4,8,5,7,0,1,2,2,1,7,2,700.2,False
5,1,10,10,5,10,5,5,1,10,8,4,10,6,0,3,2,10,10,5,3,763.8,False
3,4,2,10,6,10,2,5,2,5,4,4,5,6,2,2,1,4,2,2,1,641.4,False
3,3,8,10,10,10,3,5,2,5,3,4,5,8,5,2,2,8,1,5,2,687.7,False
2,2,10,5,2,10,3,2,1,3,4,2,1,6,0,2,2,3,5,7,1,669.9,False
2,2,2,6,2,5,1,2,2,9,2,10,0,6,7,1,2,6,2,7,2,639.2,True
1,3,8,2,0,8,3,5,2,6,1,8,1,8,10,2,1,7,1,10,1,627.3,True
5,4,2,0,10,10,3,2,2,0,6,10,0,5,1,1,2,0,1,1,3,635.6,True
2,4,5,8,6,10,5,5,2,7,4,5,10,7,0,8,2,5,4,5,2,680.9,False
2,1,10,10,10,10,10,5,1,5,7,6,1,9,0,2,2,10,8,4,2,751.2,False
5,1,3,3,2,10,4,0,2,5,1,1,10,7,0,2,2,10,0,7,2,663.1,True
5,2,1,4,0,2,1,3,1,2,0,6,5,8,2,0,1,1,0,10,2,632.0,True
3,3,10,5,5,7,8,1,1,7,5,10,5,8,0,2,2,10,3,8,1,719.5,True
1,3,3,1,3,10,2,0,2,4,0,4,0,7,3,6,1,5,0,3,1,578.7,False
3,2,9,2,9,6,4,1,2,5,1,4,3,9,4,1,2,6,3,8,0,662.4,False
5,3,8,8,10,10,8,5,1,9,3,10,5,8,10,2,2,5,3,8,3,729.7,False
4,3,3,3,10,10,0,1,1,7,0,5,0,6,0,8,2,4,0,5,3,646.7,False
1,2,3,1,4,10,3,3,1,8,1,5,10,7,10,0,1,5,3,10,1,655.4,True
1,4,10,8,4,3,2,0,1,3,2,8,1,7,0,1,2,4,0,3,1,645.8,False
5,5,5,3,10,10,2,1,1,1,5,8,2,8,8,0,1,2,1,3,1,639.2,False
3,2,5,10,2,10,2,3,2,5,1,5,1,7,0,1,2,10,1,5,2,667.3,False
3,1,2,5,10,10,3,2,2,8,4,5,3,8,8,2,1,2,2,2,2,635.2,False
2,4,9,10,10,10,5,1,2,9,2,1,0,8,10,10,2,8,6,8,3,654.8,False
3,0,10,8,6,10,3,5,2,8,2,7,3,9,0,5,1,7,1,5,1,683.4,False
4,2,1,4,4,3,5,4,1,6,1,10,6,8,1,1,2,3,10,9,3,700.8,True
5,1,7,10,9,3,5,5,1,3,3,4,8,6,0,0,2,10,2,9,3,728.1,False
3,2,10,6,5,7,7,1,1,2,5,7,3,7,4,4,2,10,4,4,1,688.1,False
4,2,5,8,8,10,3,1,2,8,2,6,7,6,0,0,2,6,1,2,2,679.2,False
2,3,10,5,5,10,4,5,1,7,4,8,5,5,8,2,2,10,8,10,3,715.1,True
3,2,7,4,4,5,3,5,2,3,1,4,2,7,5,1,2,10,2,7,3,656.9,False
3,3,2,2,2,4,2,1,1,6,2,2,3,7,8,3,2,4,2,7,2,624.2,True
1,3,2,4,4,6,2,1,2,4,0,5,2,7,5,7,1,5,1,6,1,587.4,True
3,2,5,6,5,3,4,5,2,7,6,5,3,7,2,5,1,3,1,4,2,638.4,False
5,4,6,3,10,5,3,1,1,4,2,10,10,7,4,4,2,10,1,6,2,688.7,False
1,5,6,7,10,10,8,3,2,2,2,5,7,7,10,5,2,9,4,10,2,665.6,True
4,3,10,10,10,6,5,5,2,8,2,6,5,6,0,0,2,10,4,10,2,723.4,False
2,4,2,6,5,10,8,5,1,5,2,4,5,5,7,1,1,6,1,3,1,648.0,True
2,1,10,3,10,4,3,2,1,8,7,7,1,7,0,2,1,4,7,10,3,691.5,False
5,3,10,8,4,10,7,0,1,6,4,5,3,8,0,0,1,5,3,6,1,687.9,True
5,3,0,10,5,10,0,5,1,7,8,5,4,7,10,8,2,3,3,8,1,675.8,False
3,1,2,6,4,4,2,5,2,3,3,5,10,8,5,4,2,1,3,3,2,647.1,False
3,1,8,10,4,10,3,2,2,7,3,5,5,7,0,1,2,7,1,1,3,679.2,False
2,1,10,10,10,7,2,5,2,7,6,2,4,6,3,4,1,10,3,8,3,681.8,False
4,4,2,10,4,10,6,1,1,9,5,7,2,6,10,0,2,10,1,10,1,689.6,True
5,2,3,7,10,10,5,4,1,7,2,10,0,7,0,4,2,10,2,5,3,714.2,False
5,1,10,5,10,10,6,5,2,7,4,4,10,9,0,1,2,3,4,7,2,727.0,False
1,4,6,1,3,3,0,0,2,3,0,3,2,7,10,2,2,3,1,1,1,571.7,True
5,3,10,10,10,8,3,5,2,8,2,6,2,8,0,6,2,9,8,8,3,717.0,False
1,4,2,4,2,4,1,4,2,4,0,2,2,8,3,1,1,2,0,0,2,578.5,False
4,5,2,5,1,3,5,1,2,2,3,5,1,7,0,10,1,3,1,10,1,594.2,False
5,1,5,3,2,5,2,0,1,7,2,3,1,8,0,1,2,3,2,2,1,651.8,True
4,5,8,2,4,6,2,0,2,4,3,5,4,8,0,5,2,8,2,7,2,642.0,False
4,2,10,6,3,2,4,5,2,8,3,7,1,7,4,0,2,8,4,4,1,677.9,False
3,2,1,1,3,4,3,1,2,1,2,5,1,8,2,2,2,5,2,5,3,616.5,True
2,2,1,1,1,5,2,2,2,2,2,3,1,8,2,2,2,5,1,3,3,605.9,True
4,3,2,3,3,2,2,1,2,1,1,3,0,5,0,9,1,2,0,4,2,567.9,False
5,5,10,5,5,10,4,5,1,9,2,10,6,8,0,1,2,10,5,7,2,734.8,False
5,3,4,3,3,10,3,0,2,7,2,8,0,7,4,1,2,5,1,7,3,647.5,True
2,2,6,5,2,10,3,2,1,8,3,3,5,8,0,7,2,5,2,7,2,672.2,False
3,1,6,3,7,6,5,5,2,3,4,4,5,7,5,2,2,4,3,6,3,665.4,True
4,1,7,6,10,6,3,5,2,6,6,5,6,7,5,3,2,5,4,8,3,694.5,True
1,5,3,3,1,1,2,2,2,5,7,2,1,6,1,3,2,3,1,6,2,601.9,False
1,2,1,2,3,10,2,1,2,2,4,2,2,7,1,2,2,2,2,3,1,612.3,False
4,0,9,8,10,3,8,3,1,7,2,4,2,7,7,1,2,10,4,8,2,713.0,False
2,4,5,3,10,10,10,5,2,9,5,5,10,7,0,1,2,6,4,10,2,714.9,False
2,1,2,5,2,5,5,1,1,5,3,5,4,6,4,10,2,10,3,4,0,646.7,True
3,2,1,7,7,9,4,3,2,10,3,4,3,8,0,2,2,6,2,10,2,682.6,False
2,1,6,4,3,4,4,0,1,7,4,10,1,6,0,0,2,6,3,7,1,678.3,True
5,5,10,10,10,5,5,5,1,6,5,10,2,6,5,0,2,10,2,5,3,719.1,False
2,0,7,5,10,6,10,5,1,10,1,5,5,5,4,0,2,10,2,10,3,726.4,True
4,1,10,4,10,8,3,5,1,8,4,10,10,7,0,1,2,2,7,10,3,748.2,True
4,1,6,3,10,4,4,5,2,7,2,8,6,6,0,4,2,6,3,10,3,694.9,True
5,1,2,2,1,2,1,3,1,6,0,10,5,7,0,1,2,1,2,10,3,670.0,False
2,3,7,6,5,5,5,4,2,5,2,5,3,7,10,9,2,5,4,7,1,636.7,False
4,2,4,4,10,4,10,1,1,5,2,6,4,7,0,4,2,6,1,0,2,674.3,False
4,1,2,7,8,10,8,5,1,10,8,10,10,7,0,0,2,7,3,7,2,756.7,False
1,1,8,6,1,1,1,0,1,5,3,9,1,7,0,0,1,4,0,7,1,637.5,True
3,2,10,2,10,10,5,5,1,8,3,5,2,7,0,0,2,5,7,4,1,716.6,False
5,2,3,7,7,3,3,4,2,3,1,4,5,6,9,5,2,4,1,7,1,638.0,False
5,3,8,2,1,10,2,0,1,6,2,5,0,6,10,1,2,10,1,2,1,645.0,False
5,2,4,10,6,3,2,5,2,3,2,7,1,7,0,4,2,5,1,7,3,666.0,False
5,4,10,4,8,7,5,1,1,7,3,6,0,8,7,5,2,9,5,5,2,681.3,False
1,5,0,5,5,10,4,2,1,5,3,9,5,6,2,7,1,7,8,3,2,644.1,False
2,1,3,2,2,5,5,1,2,7,4,7,4,7,0,0,2,4,4,3,1,650.7,True
5,5,10,10,3,3,4,5,2,7,0,7,1,6,0,5,2,5,1,3,2,657.3,True
2,3,5,1,0,2,2,3,1,4,4,8,1,9,0,10,2,4,4,10,1,646.2,True
1,1,2,10,1,2,4,1,1,2,7,2,5,7,0,1,2,1,2,7,1,653.1,False
3,3,10,7,10,7,5,5,2,9,4,10,2,8,0,1,2,10,3,7,2,719.5,False
2,5,0,4,5,7,1,5,1,4,6,7,1,7,8,3,1,6,3,5,1,630.3,False
2,4,7,3,6,4,4,3,2,3,2,1,5,5,5,6,2,4,2,3,1,613.4,False
5,2,6,5,10,2,8,2,1,8,4,8,8,8,6,6,2,6,6,10,1,712.3,True
2,2,5,10,10,10,10,5,2,10,6,10,10,8,0,2,2,10,10,7,3,758.6,True
2,3,5,10,10,10,10,5,2,10,6,10,10,8,0,1,2,10,10,6,3,755.2,True
5,2,5,3,4,3,4,3,1,4,5,6,0,7,3,2,2,3,5,10,1,676.0,True
1,2,4,8,6,6,6,4,1,8,4,4,4,6,3,1,2,9,4,9,2,699.2,True
3,3,4,4,1,2,5,5,2,4,5,2,1,7,9,2,2,10,4,10,2,644.6,False
1,4,2,1,2,4,2,1,1,5,1,8,1,5,0,2,1,3,0,2,1,597.8,False
5,3,10,1,6,3,1,1,1,8,2,7,1,9,0,10,2,4,5,10,3,671.5,False
3,3,2,5,10,10,1,4,2,1,3,10,0,8,10,2,2,4,2,1,2,637.9,False
2,5,8,2,0,8,0,5,2,0,1,10,0,7,0,6,2,2,2,6,3,622.4,False
5,5,5,10,1,5,0,5,1,7,2,10,0,7,10,7,2,10,2,7,2,664.9,False
3,4,10,3,10,3,4,2,1,1,2,4,7,7,4,2,2,10,1,7,2,673.9,False
2,5,2,8,10,10,6,2,1,3,2,1,0,7,0,3,1,5,0,10,2,646.1,False
2,5,3,4,4,7,5,1,2,7,6,10,5,8,0,1,2,8,3,6,2,668.5,False
4,1,8,3,10,2,4,5,1,8,2,5,5,7,2,2,2,4,6,10,1,709.8,True
1,5,2,3,10,10,2,5,2,4,2,7,1,5,3,3,2,10,8,4,1,655.4,False
3,5,2,4,4,3,0,2,1,2,0,3,1,5,4,5,1,2,0,1,1,576.4,True
2,3,3,3,4,10,6,0,1,9,7,10,5,8,0,1,1,8,1,4,0,675.3,True
4,4,1,2,5,6,0,0,2,3,3,6,0,6,6,0,1,0,0,2,0,577.2,True
1,3,10,4,2,5,4,0,1,3,2,7,4,6,10,0,1,4,0,1,0,611.4,True
4,4,3,4,2,10,3,0,1,7,1,6,5,7,0,1,2,0,2,1,0,648.8,False
5,4,6,5,3,10,8,1,1,7,2,5,0,8,0,1,2,4,0,5,0,676.0,False
5,3,7,7,1,10,5,1,1,9,2,5,1,7,0,1,2,8,0,1,0,679.2,False
3,3,4,8,7,10,7,1,1,8,7,10,5,7,2,3,2,10,7,5,0,721.0,True
3,4,3,3,2,10,2,0,1,7,1,7,5,7,0,2,2,1,2,1,0,643.9,False
3,5,2,10,4,8,2,0,1,3,2,5,4,7,0,4,2,4,2,2,0,643.5,False
4,4,0,1,0,8,0,0,2,0,2,6,0,7,6,0,2,0,1,1,0,580.8,True
5,3,2,7,3,10,6,3,1,8,4,5,1,9,0,1,2,8,1,3,0,693.2,False
5,3,4,6,0,9,4,2,1,3,3,5,2,7,0,2,1,0,7,5,0,650.3,True
2,4,3,5,1,10,5,0,1,5,2,5,1,7,0,1,2,7,1,7,0,655.4,True
2,1,8,8,2,9,2,0,1,4,2,4,1,7,0,1,2,2,3,1,0,655.2,False
0,5,0,0,0,0,0,0,2,0,0,10,0,2,10,10,1,0,0,0,0,499.0,True
3,2,6,6,5,7,8,3,1,7,6,6,3,8,3,3,2,6,4,5,0,698.3,True
1,5,0,1,0,10,1,0,1,1,0,7,0,7,0,1,1,0,0,10,0,594.6,False
4,0,5,8,7,9,5,0,2,7,2,7,4,6,0,1,1,2,7,9,0,674.3,True
5,3,10,3,3,10,4,1,1,7,1,10,3,8,5,1,2,8,2,2,0,685.5,False
5,0,2,5,5,10,2,2,1,3,0,10,10,8,0,6,2,2,1,3,0,682.1,True
2,3,8,10,10,10,2,1,1,5,2,3,1,7,0,2,2,5,1,2,3,672.0,False
3,5,4,6,0,10,2,0,1,4,3,8,1,7,10,0,1,0,3,2,0,608.4,True
1,5,0,1,0,10,1,0,1,0,0,7,0,7,0,1,1,0,0,10,0,592.9,False
5,3,2,4,3,10,4,0,1,8,0,8,4,7,10,1,1,2,1,0,0,625.4,False
3,3,6,5,4,8,8,2,1,4,3,10,1,8,3,2,2,4,2,4,0,677.0,False
3,4,5,5,4,8,3,2,1,5,4,9,4,6,3,3,2,2,3,4,0,662.8,True
5,2,4,5,5,10,3,0,1,5,4,10,5,4,3,5,2,5,1,8,0,677.9,True
5,2,5,5,3,10,5,1,2,5,1,8,8,8,0,2,2,10,2,10,0,693.6,True
2,1,5,10,3,7,6,2,1,4,3,5,5,7,7,3,2,3,4,5,0,670.7,True
5,1,7,8,8,10,8,1,1,7,3,10,10,8,4,2,2,5,5,7,0,734.8,True
2,3,2,3,2,7,0,1,1,1,1,7,1,6,6,4,2,1,1,3,0,606.3,False
5,2,4,5,3,10,6,1,2,4,1,10,8,8,0,1,2,10,2,10,1,697.4,True
2,4,3,2,2,7,2,1,1,1,1,5,1,6,5,3,2,2,1,2,0,605.9,False
1,0,10,10,5,10,10,1,1,0,10,10,10,9,7,4,2,6,10,2,0,726.5,True
0,5,0,0,0,0,0,0,2,0,0,1,0,1,10,10,1,0,0,0,3,480.0,True
3,1,5,10,2,10,6,2,2,3,0,3,5,7,0,8,1,8,2,6,0,643.1,False
3,1,4,1,2,4,7,0,1,5,1,7,1,7,0,6,2,4,4,7,3,652.4,True
3,1,6,3,3,5,2,0,1,7,3,4,0,7,0,2,2,2,0,3,1,643.3,False
5,1,2,3,4,6,2,5,1,5,1,6,1,7,7,0,2,5,2,10,3,674.3,True
2,1,10,3,1,3,3,2,1,8,1,5,2,7,10,2,2,2,2,6,1,643.5,False
1,1,1,5,1,2,1,0,1,2,1,3,2,7,1,7,2,2,2,2,0,602.3,False
3,4,2,5,10,10,7,5,1,3,2,9,2,7,4,0,2,10,8,2,2,702.1,False
5,1,10,10,10,10,10,5,1,10,5,10,10,8,0,0,2,10,3,10,1,792.6,True
0,2,4,3,3,10,6,0,2,4,2,7,5,6,4,6,1,3,2,4,0,606.3,False
3,5,2,5,10,10,1,5,2,1,0,1,2,10,0,3,2,10,1,3,2,646.7,False
2,3,7,6,3,10,7,1,1,8,7,7,3,6,4,4,2,10,5,5,1,693.0,False
4,4,5,4,5,5,4,2,1,4,4,5,5,7,5,5,2,5,5,4,1,658.8,False
4,2,8,5,6,8,3,2,1,2,1,4,3,8,6,2,1,3,4,5,0,648.6,True
3,3,1,0,0,1,0,2,2,1,0,3,0,10,0,0,1,1,0,10,1,582.5,True
3,1,7,3,2,5,2,1,1,8,6,3,5,9,0,1,2,1,1,4,0,667.3,True
5,0,10,8,10,10,5,5,1,10,2,8,5,8,0,4,2,6,10,7,2,759.9,False
2,5,10,0,10,10,1,3,1,9,6,10,4,7,0,0,2,5,1,5,2,697.2,False
5,4,7,10,4,7,5,1,2,8,3,7,3,7,0,0,2,10,4,5,0,689.8,True
4,1,8,6,4,3,1,5,1,7,2,4,3,7,0,0,2,4,4,10,3,697.7,False
5,5,0,6,5,3,1,2,2,7,3,6,10,6,10,8,2,4,0,2,3,612.9,False
5,3,5,5,4,10,2,5,1,7,1,4,5,8,0,3,2,10,1,5,3,696.2,False
5,2,3,6,4,3,3,1,1,9,1,7,10,8,0,0,2,8,2,10,3,703.6,True
5,2,3,4,4,4,2,1,1,9,1,7,9,8,0,0,2,9,1,10,3,698.5,True
4,0,4,4,8,10,5,2,1,6,4,8,2,7,3,0,2,6,6,8,0,712.1,True
2,1,10,8,0,5,3,2,1,7,2,8,1,8,0,3,2,5,0,6,0,676.6,False
3,4,0,1,4,9,3,0,2,3,8,6,0,6,0,5,2,8,3,6,3,631.6,False
2,1,5,3,0,2,0,0,1,7,1,8,0,7,0,1,2,4,0,5,3,637.3,False
4,3,10,10,10,10,7,5,2,6,1,8,5,7,5,1,2,10,8,10,3,730.8,True
5,4,5,5,10,5,2,2,2,6,5,5,3,7,0,1,1,5,5,5,3,653.7,False
3,5,8,4,10,8,0,5,1,3,3,6,2,5,10,8,1,7,8,10,3,651.8,False
2,5,2,5,10,10,7,2,2,6,1,2,7,7,2,4,2,5,2,5,0,649.7,False
4,2,10,7,8,8,7,2,1,7,6,3,5,8,0,3,2,7,6,7,1,723.2,False
1,2,5,10,6,5,3,1,1,10,3,10,10,7,4,5,2,5,8,5,1,697.2,True
5,0,5,4,10,6,5,5,1,6,5,10,10,7,0,0,2,10,4,10,3,755.0,True
4,2,10,6,6,8,8,1,1,6,5,7,8,7,10,2,2,6,9,10,2,717.0,False
2,4,9,10,6,5,5,2,2,6,4,5,2,5,0,4,2,7,4,10,3,672.0,False
